etiqueta,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,0,0,0,0.081904,0.033103,-0.067424,0.169187,-0.014376,-0.108233,0.210982,-0.0883,-0.145552,0.19086,-0.15558,-0.179082,0.195142,-0.229647,-0.070565,0.226664,-0.370722,-0.14006,0.22017,-0.31522,-0.186112,0.195583,-0.229582,-0.207339,0.132877,-0.2794,-0.065707,0.16666,-0.443706,-0.130502,0.150104,-0.360683,-0.156422,0.136647,-0.272294,-0.163541,0.071639,-0.301665,-0.070575,0.098954,-0.461561,-0.127535,0.09386,-0.389626,-0.134661,0.08237,-0.302134,-0.128189,0.008166,-0.303302,-0.082412,0.027285,-0.420162,-0.123188,0.033094,-0.379414,-0.130996,0.030696,-0.313622,-0.129503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.053277,0.011776,-0.012442,0.107807,-0.023331,-0.019398,0.13417,-0.055547,-0.026585,0.119761,-0.06844,-0.03277,0.107556,-0.125212,-0.029784,0.119276,-0.21556,-0.046317,0.129919,-0.179942,-0.052881,0.12602,-0.143823,-0.055193,0.077194,-0.136388,-0.034305,0.089181,-0.236689,-0.048465,0.103015,-0.188001,-0.050278,0.095829,-0.148848,-0.049977,0.043987,-0.136137,-0.039793,0.051799,-0.227558,-0.052272,0.068434,-0.184327,-0.050962,0.064783,-0.146969,-0.048107,0.006436,-0.131222,-0.046788,0.015485,-0.2021,-0.060057,0.031206,-0.178755,-0.062947,0.031172,-0.147989,-0.062823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.051844,0.009877,-0.008666,0.103299,-0.026237,-0.014288,0.128357,-0.058476,-0.021534,0.129731,-0.067332,-0.027737,0.114222,-0.129009,-0.018119,0.129424,-0.213246,-0.033871,0.137942,-0.179422,-0.042911,0.13071,-0.144664,-0.047167,0.08743,-0.141473,-0.024823,0.107083,-0.233416,-0.040795,0.118567,-0.186782,-0.046649,0.108257,-0.148574,-0.048911,0.05705,-0.145058,-0.032691,0.074282,-0.228543,-0.047745,0.085996,-0.184989,-0.049311,0.078388,-0.148968,-0.047979,0.020868,-0.143521,-0.041617,0.039017,-0.203264,-0.055442,0.051686,-0.176606,-0.057275,0.048973,-0.147784,-0.056353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.051514,0.016769,-0.013433,0.099073,-0.004621,-0.014285,0.123946,-0.04609,-0.015852,0.102207,-0.072946,-0.01719,0.101056,-0.092669,0.003136,0.122556,-0.143193,-0.00984,0.123877,-0.133597,-0.023204,0.112907,-0.107995,-0.030071,0.078907,-0.116498,0.003189,0.102441,-0.18137,-0.007127,0.106089,-0.168178,-0.017711,0.093458,-0.136679,-0.023224,0.05369,-0.129688,7.7e-05,0.072157,-0.191279,-0.011331,0.079,-0.177687,-0.020524,0.069711,-0.144254,-0.02378,0.024596,-0.138671,-0.004781,0.040854,-0.187321,-0.013876,0.050744,-0.181843,-0.019619,0.049657,-0.156334,-0.021994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.040561,0.013419,-0.015927,0.085873,-0.009142,-0.018244,0.101267,-0.048423,-0.020563,0.076233,-0.069446,-0.022712,0.085082,-0.087916,-0.00364,0.103264,-0.139547,-0.019123,0.102011,-0.136131,-0.032659,0.088353,-0.109404,-0.038599,0.062248,-0.111316,-0.002842,0.080782,-0.174454,-0.015558,0.077751,-0.166032,-0.02545,0.064496,-0.134189,-0.028943,0.038695,-0.122055,-0.005135,0.053202,-0.181045,-0.017419,0.051479,-0.171689,-0.023326,0.041606,-0.140714,-0.02347,0.012343,-0.125495,-0.009357,0.023537,-0.173441,-0.018196,0.025875,-0.170477,-0.020431,0.021763,-0.148169,-0.019526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.038818,-0.002349,-0.020214,0.073762,-0.04251,-0.029134,0.076663,-0.081308,-0.03799,0.046485,-0.081013,-0.045337,0.058807,-0.132323,-0.01505,0.065371,-0.197922,-0.036026,0.060509,-0.173676,-0.051422,0.053129,-0.137887,-0.059296,0.027801,-0.144728,-0.014946,0.033588,-0.219806,-0.035342,0.028339,-0.184879,-0.044953,0.024255,-0.145037,-0.048167,0.001136,-0.146996,-0.018173,0.005044,-0.219387,-0.034312,0.003196,-0.189494,-0.037196,3.7e-05,-0.151687,-0.035529,-0.025186,-0.141963,-0.023898,-0.023804,-0.196632,-0.032329,-0.022693,-0.185116,-0.032822,-0.022713,-0.160215,-0.032026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.045374,0.012171,-0.013478,0.097187,-0.024124,-0.01921,0.122722,-0.058578,-0.025935,0.109113,-0.082001,-0.031911,0.101333,-0.115391,-0.018345,0.116583,-0.188902,-0.037219,0.12683,-0.163896,-0.048606,0.117925,-0.128536,-0.052936,0.074602,-0.134995,-0.022036,0.092813,-0.220643,-0.039824,0.10387,-0.182564,-0.046557,0.090846,-0.14378,-0.047043,0.044096,-0.142618,-0.027854,0.060507,-0.227179,-0.043835,0.073907,-0.192669,-0.044252,0.064053,-0.15684,-0.039883,0.00976,-0.144369,-0.035407,0.023909,-0.206353,-0.051724,0.038935,-0.191223,-0.055821,0.037264,-0.166644,-0.054609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.055758,0.010381,-0.010526,0.108632,-0.025133,-0.007518,0.126229,-0.076443,-0.005916,0.098002,-0.10254,-0.004302,0.104568,-0.113583,0.008037,0.125399,-0.174032,-0.007835,0.122855,-0.168245,-0.022427,0.105986,-0.137096,-0.028534,0.077614,-0.138463,0.006512,0.095052,-0.212656,-0.004886,0.093914,-0.203143,-0.014361,0.079931,-0.166606,-0.017304,0.04749,-0.148439,0.001232,0.060862,-0.218474,-0.011757,0.062203,-0.207937,-0.017951,0.0529,-0.171276,-0.017484,0.013824,-0.148902,-0.005643,0.024008,-0.206928,-0.017462,0.028526,-0.205169,-0.021484,0.027008,-0.180029,-0.020868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.045759,0.013012,-0.015105,0.09702,-0.019717,-0.014292,0.113481,-0.06775,-0.013709,0.089906,-0.094498,-0.012793,0.091945,-0.100863,0.001015,0.110918,-0.156132,-0.015965,0.108358,-0.15467,-0.029762,0.092867,-0.124937,-0.035155,0.065957,-0.125073,0.001846,0.081976,-0.192554,-0.011636,0.07915,-0.186884,-0.020927,0.065914,-0.151106,-0.023246,0.038162,-0.134212,-0.001196,0.050203,-0.197541,-0.015889,0.048681,-0.190473,-0.021436,0.040037,-0.155424,-0.020219,0.008067,-0.134008,-0.00611,0.015144,-0.185418,-0.018436,0.017787,-0.186666,-0.022538,0.017373,-0.164406,-0.021938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.059595,0.01915,-0.013715,0.111287,-0.010963,-0.012169,0.13735,-0.060273,-0.01166,0.11174,-0.090087,-0.010565,0.11035,-0.106292,0.008322,0.136274,-0.163418,-0.006541,0.13619,-0.149728,-0.021198,0.12217,-0.116756,-0.02812,0.084791,-0.13249,0.00848,0.110494,-0.207835,-0.004464,0.113032,-0.191119,-0.016252,0.098358,-0.151875,-0.021013,0.055514,-0.146606,0.004707,0.07596,-0.217785,-0.00983,0.082214,-0.203302,-0.019919,0.071196,-0.164357,-0.022027,0.021806,-0.154157,-0.000831,0.039169,-0.210913,-0.012697,0.049294,-0.207244,-0.01964,0.047716,-0.178826,-0.021666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.047168,0.001574,-0.021026,0.095478,-0.044317,-0.026448,0.104144,-0.093793,-0.031286,0.072324,-0.116138,-0.035694,0.085165,-0.131734,-0.01331,0.098024,-0.203184,-0.036892,0.097096,-0.195058,-0.055697,0.08648,-0.157773,-0.064768,0.054301,-0.151951,-0.012672,0.064619,-0.232987,-0.033358,0.06056,-0.219321,-0.046518,0.052767,-0.177477,-0.051906,0.023625,-0.156839,-0.016059,0.031377,-0.232531,-0.035033,0.029676,-0.219951,-0.043229,0.024637,-0.179747,-0.044383,-0.00744,-0.149913,-0.021813,-0.003207,-0.208303,-0.036416,-0.000751,-0.207332,-0.042451,-0.000312,-0.183357,-0.044111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.056006,0.014507,-0.021107,0.110758,-0.01629,-0.028926,0.14188,-0.061817,-0.037438,0.124021,-0.090672,-0.045129,0.120551,-0.121618,-0.006646,0.142794,-0.187853,-0.027215,0.147968,-0.171383,-0.044089,0.134465,-0.136814,-0.051247,0.093497,-0.148244,-0.006253,0.118118,-0.233099,-0.02125,0.12712,-0.212372,-0.030563,0.11435,-0.173051,-0.033597,0.063211,-0.162162,-0.010242,0.085214,-0.242954,-0.026829,0.097792,-0.223135,-0.033337,0.087035,-0.182726,-0.032736,0.028244,-0.170664,-0.016917,0.048391,-0.231194,-0.031098,0.06197,-0.223598,-0.036353,0.059158,-0.195256,-0.036412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.04876,0.007593,-0.013979,0.096797,-0.033045,-0.012167,0.108952,-0.086682,-0.010661,0.082037,-0.114835,-0.008799,0.08944,-0.115819,0.003026,0.105533,-0.175,-0.012264,0.104125,-0.175514,-0.025267,0.093036,-0.147358,-0.030271,0.062426,-0.137943,0.003898,0.075844,-0.210058,-0.006767,0.075912,-0.205689,-0.01468,0.06537,-0.16919,-0.01639,0.033569,-0.145033,0.001106,0.043507,-0.212825,-0.01203,0.044234,-0.205871,-0.01671,0.036657,-0.168613,-0.014782,0.001736,-0.143578,-0.003482,0.008362,-0.199828,-0.015645,0.012035,-0.200502,-0.01909,0.01116,-0.175117,-0.017476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.047137,0.005755,-0.014519,0.094428,-0.030515,-0.015068,0.106189,-0.08105,-0.015657,0.084123,-0.111348,-0.01636,0.088148,-0.118677,-0.000796,0.100607,-0.181667,-0.017025,0.100745,-0.184617,-0.030967,0.090435,-0.161169,-0.036739,0.060307,-0.13973,-0.000397,0.071843,-0.212641,-0.011408,0.070312,-0.209207,-0.019599,0.060273,-0.177118,-0.022054,0.031565,-0.145986,-0.003476,0.040104,-0.215014,-0.016223,0.039692,-0.210332,-0.020175,0.032854,-0.17826,-0.018446,0.000183,-0.14281,-0.008334,0.006481,-0.201102,-0.019002,0.009432,-0.202616,-0.020468,0.009727,-0.181164,-0.018035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.048975,0.007888,-0.028075,0.102829,-0.026172,-0.03878,0.126948,-0.07081,-0.048698,0.114727,-0.106088,-0.058665,0.104379,-0.127314,-0.016669,0.118467,-0.189915,-0.042293,0.119869,-0.195372,-0.063092,0.107971,-0.175057,-0.073185,0.07621,-0.154348,-0.014529,0.092007,-0.226082,-0.035725,0.092792,-0.230497,-0.051224,0.078094,-0.201809,-0.058512,0.043993,-0.163684,-0.017192,0.055364,-0.237493,-0.040187,0.058289,-0.241074,-0.052597,0.046866,-0.208701,-0.056141,0.008194,-0.162508,-0.022631,0.0158,-0.225821,-0.042879,0.02402,-0.231681,-0.052472,0.023801,-0.207247,-0.055558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.05517,0.000708,-0.010003,0.106814,-0.048205,-0.013246,0.129934,-0.094495,-0.018119,0.117152,-0.109619,-0.023085,0.101963,-0.162131,-0.010036,0.112155,-0.240136,-0.02819,0.130049,-0.223235,-0.042533,0.135548,-0.190445,-0.049849,0.072684,-0.176123,-0.015152,0.085915,-0.264194,-0.029588,0.107565,-0.241815,-0.037429,0.110321,-0.201767,-0.040714,0.041092,-0.176744,-0.02265,0.051808,-0.265493,-0.037593,0.07374,-0.250199,-0.042045,0.078751,-0.212797,-0.041775,0.004897,-0.170165,-0.031712,0.01798,-0.239092,-0.046614,0.040753,-0.238724,-0.051925,0.052997,-0.215895,-0.052757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.052645,0.007356,-0.011328,0.096164,-0.022589,-0.019469,0.121314,-0.057343,-0.030405,0.131417,-0.086815,-0.040327,0.121082,-0.12793,-0.00418,0.149861,-0.201353,-0.023468,0.163952,-0.178412,-0.036223,0.157789,-0.148507,-0.041101,0.100506,-0.149189,-0.010166,0.13016,-0.228968,-0.030209,0.14194,-0.19476,-0.040748,0.12986,-0.15716,-0.043414,0.076132,-0.16295,-0.019253,0.104309,-0.239369,-0.037182,0.117236,-0.207466,-0.039504,0.10719,-0.170505,-0.035974,0.044264,-0.17121,-0.029985,0.067473,-0.229394,-0.04474,0.084062,-0.210018,-0.04635,0.083882,-0.179156,-0.043236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.052045,0.014324,-0.0013,0.106388,-0.018292,0.001849,0.132846,-0.052908,0.001206,0.137202,-0.066429,0.001013,0.123671,-0.118791,0.013767,0.151571,-0.170254,0.002283,0.166125,-0.15305,-0.008315,0.163281,-0.127192,-0.013737,0.104943,-0.144815,0.004745,0.137683,-0.211433,-0.009832,0.157517,-0.189532,-0.021988,0.156482,-0.155505,-0.027485,0.08303,-0.161245,-0.006947,0.117179,-0.228148,-0.021543,0.141222,-0.207655,-0.031041,0.14746,-0.173247,-0.03425,0.054699,-0.169625,-0.019463,0.08545,-0.22234,-0.032053,0.110164,-0.214975,-0.038152,0.123842,-0.190864,-0.040618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.051004,0.005715,-0.025138,0.099288,-0.033316,-0.034293,0.107686,-0.085666,-0.042423,0.085769,-0.118096,-0.049826,0.096485,-0.136011,-0.017458,0.107868,-0.213747,-0.04509,0.107839,-0.199171,-0.067654,0.09648,-0.158778,-0.078996,0.065702,-0.155489,-0.016185,0.073028,-0.243685,-0.039648,0.069966,-0.222388,-0.05399,0.059498,-0.176849,-0.059937,0.032956,-0.160298,-0.019582,0.037503,-0.243182,-0.041364,0.038069,-0.22864,-0.048795,0.030778,-0.185393,-0.048828,-0.0023,-0.154178,-0.025723,-0.000594,-0.219928,-0.043217,0.003234,-0.218255,-0.049197,0.003679,-0.191945,-0.049896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.037742,-0.015979,-0.021932,0.061965,-0.06307,-0.032231,0.051852,-0.104446,-0.04278,0.022491,-0.113812,-0.051607,0.04184,-0.158614,-0.015575,0.038555,-0.234818,-0.0393,0.028712,-0.208266,-0.055944,0.027866,-0.171523,-0.064483,0.010191,-0.163498,-0.015752,0.007818,-0.24805,-0.039183,-0.003764,-0.211974,-0.050879,-0.001076,-0.171273,-0.054876,-0.016485,-0.159992,-0.019798,-0.022185,-0.238972,-0.03948,-0.029167,-0.20848,-0.044612,-0.025817,-0.167179,-0.043568,-0.039983,-0.14666,-0.026275,-0.050154,-0.205611,-0.037895,-0.05173,-0.193418,-0.040483,-0.046444,-0.164056,-0.040561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.049765,0.00196,-0.021484,0.094479,-0.044912,-0.029081,0.100998,-0.093712,-0.036551,0.06753,-0.110278,-0.043465,0.079235,-0.134635,-0.016214,0.087882,-0.204777,-0.040372,0.089141,-0.188936,-0.059852,0.081935,-0.149683,-0.069884,0.047919,-0.151066,-0.016244,0.055651,-0.233313,-0.038028,0.056063,-0.207551,-0.051174,0.049277,-0.162395,-0.056604,0.017492,-0.153514,-0.019992,0.02296,-0.232707,-0.039691,0.026554,-0.210964,-0.047204,0.021698,-0.168267,-0.047846,-0.013339,-0.148226,-0.026227,-0.008479,-0.208053,-0.04171,-0.003519,-0.198779,-0.047822,-0.004742,-0.16858,-0.049545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0.050124,-0.003167,-0.019808,0.091718,-0.048853,-0.027972,0.103138,-0.093984,-0.03621,0.071702,-0.110197,-0.043921,0.076377,-0.137118,-0.016814,0.086182,-0.207465,-0.040675,0.089285,-0.18675,-0.060201,0.083729,-0.147491,-0.070544,0.046147,-0.152713,-0.017677,0.05377,-0.234152,-0.037524,0.055096,-0.20262,-0.049139,0.050625,-0.160136,-0.054426,0.01625,-0.155083,-0.021926,0.020023,-0.231015,-0.038638,0.02557,-0.2051,-0.044617,0.022956,-0.164253,-0.045485,-0.014685,-0.149036,-0.028668,-0.010606,-0.208276,-0.04122,-0.003834,-0.196985,-0.045698,-0.003391,-0.167078,-0.047107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050829,-0.010626,-0.027488,-0.087233,-0.073831,-0.043251,-0.101525,-0.127759,-0.060545,-0.072648,-0.14039,-0.074525,-0.048393,-0.184222,-0.009732,-0.04224,-0.266602,-0.040219,-0.050713,-0.253857,-0.062857,-0.052792,-0.206076,-0.073839,-0.01271,-0.187721,-0.009518,0.000344,-0.283882,-0.039551,-0.011955,-0.257729,-0.058718,-0.017233,-0.206313,-0.064503,0.020306,-0.177379,-0.014721,0.036761,-0.268845,-0.038034,0.023165,-0.251574,-0.048478,0.016477,-0.204235,-0.048661,0.054316,-0.155574,-0.023097,0.067865,-0.227152,-0.03945,0.058197,-0.230696,-0.047415,0.049445,-0.201516,-0.048808
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054059,-0.012522,-0.024426,-0.09622,-0.072504,-0.037766,-0.108431,-0.128856,-0.051983,-0.085712,-0.159746,-0.062656,-0.060459,-0.193874,-0.007246,-0.059063,-0.273776,-0.033686,-0.06186,-0.272937,-0.053701,-0.063742,-0.233323,-0.062908,-0.021654,-0.201705,-0.007445,-0.014566,-0.295368,-0.03094,-0.018246,-0.285625,-0.047921,-0.022115,-0.240005,-0.054401,0.01567,-0.194093,-0.01273,0.025494,-0.283313,-0.033537,0.019213,-0.276034,-0.044513,0.014807,-0.233185,-0.046669,0.052881,-0.172953,-0.020712,0.063324,-0.245282,-0.038858,0.057222,-0.252251,-0.047209,0.049948,-0.224472,-0.048768
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070088,-0.040864,-0.032612,-0.114909,-0.124205,-0.050258,-0.128674,-0.197061,-0.070384,-0.092002,-0.206621,-0.087229,-0.059979,-0.25896,-0.001177,-0.055097,-0.352897,-0.033931,-0.063523,-0.348181,-0.06431,-0.06681,-0.300552,-0.082166,-0.014863,-0.262442,-0.001885,0.000958,-0.374652,-0.03287,-0.012915,-0.357761,-0.061739,-0.023379,-0.304744,-0.077287,0.026762,-0.250592,-0.009531,0.043553,-0.352883,-0.033738,0.029605,-0.345699,-0.0544,0.018286,-0.292894,-0.064055,0.067892,-0.220895,-0.021386,0.083754,-0.305408,-0.037683,0.073325,-0.314612,-0.050565,0.059868,-0.281429,-0.058118
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060373,-0.017566,-0.022612,-0.10709,-0.102711,-0.036781,-0.12887,-0.167079,-0.055251,-0.109554,-0.169892,-0.07066,-0.062985,-0.237578,-0.004999,-0.047522,-0.33832,-0.03894,-0.073547,-0.323815,-0.062955,-0.084527,-0.274092,-0.074946,-0.023636,-0.239756,-0.011493,-0.00265,-0.362596,-0.047766,-0.03953,-0.333626,-0.066362,-0.052037,-0.276172,-0.069953,0.013632,-0.227055,-0.023918,0.037649,-0.340618,-0.050876,0.001392,-0.319751,-0.06058,-0.012875,-0.268143,-0.059508,0.050605,-0.197797,-0.0396,0.069743,-0.28699,-0.053337,0.043276,-0.288418,-0.058289,0.027332,-0.256296,-0.058866
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063063,-0.030064,-0.022621,-0.111852,-0.105923,-0.041279,-0.130927,-0.1553,-0.063794,-0.104551,-0.164426,-0.084094,-0.056664,-0.241672,-0.011523,-0.044855,-0.332404,-0.047986,-0.071482,-0.313927,-0.075596,-0.084047,-0.269469,-0.090547,-0.017515,-0.237668,-0.018535,0.006667,-0.350632,-0.055115,-0.028669,-0.325251,-0.076924,-0.044208,-0.274797,-0.085113,0.019831,-0.220415,-0.03105,0.044677,-0.318612,-0.059065,0.01088,-0.304928,-0.070506,-0.007063,-0.262215,-0.0723,0.056319,-0.187022,-0.046534,0.076272,-0.267785,-0.060333,0.052816,-0.272204,-0.06454,0.036052,-0.24848,-0.065789
E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.076066,-0.042022,-0.039863,-0.125219,-0.124602,-0.06828,-0.14349,-0.18894,-0.09903,-0.115285,-0.238216,-0.126558,-0.058142,-0.294718,-0.025241,-0.035617,-0.405548,-0.070728,-0.053216,-0.39956,-0.10683,-0.067029,-0.350997,-0.126612,-0.004829,-0.292887,-0.029209,0.027885,-0.425123,-0.072745,0.000578,-0.386997,-0.104952,-0.018854,-0.323307,-0.120652,0.044183,-0.270037,-0.040003,0.079315,-0.392368,-0.076669,0.054112,-0.36393,-0.097745,0.034551,-0.301065,-0.10576,0.0897,-0.225938,-0.054512,0.122801,-0.32263,-0.078609,0.106147,-0.316588,-0.088959,0.085579,-0.272145,-0.093327
